77002,1010
77004,7161
77003,4036
77006,5672
77005,8192
77008,8235
77007,6813
77010,23
77009,7915
77012,4398
77011,5160
77014,6281
77013,3420
77016,8133
77015,8106
77018,8552
77017,7259
77020,7163
77019,5899
77022,8084
77021,8366
77024,7607
77023,6754
77026,7783
77025,6755
77028,7072
77027,3021
77030,2127
77029,6492
77032,3256
77031,3138
77034,7386
77033,9130
77036,5747
77035,7287
77038,6202
77037,4789
77040,8680
77039,6369
77042,4932
77041,8153
77044,7586
77043,6620
77046,48
77045,8367
77048,5592
77047,7709
77050,1227
77049,8334
77051,6310
77054,1227
77053,8529
77056,3727
77055,7668
77058,3584
77057,5379
77060,4685
77059,6130
77062,8548
77061,4453
77064,8537
77063,4572
77066,9133
77065,8362
77068,3454
77067,5681
77070,8153
77069,4892
77072,8246
77071,6710
77074,6186
77073,8260
77076,6916
77075,7809
77078,4515
77077,8137
77080,8174
77079,8438
77082,8726
77081,1715
77084,8296
77083,9679
77086,6832
77085,4616
77088,7575
77087,8754
77090,5214
77089,9312
77092,6858
77091,6743
77094,3183
77093,7399
77096,8227
77095,9899
77098,3084
77099,8405
77204,8
77217,0
77249,4
77251,0
77266,0
77268,0
77271,0
77284,0
77289,0
77336,5620
77339,8927
77338,5762
77345,8962
77346,9943
77357,8355
77373,9685
77375,9466
77377,8850
77379,9515
77383,1
77389,7853
77388,8825
77396,8202
77401,6564
77410,2
77429,9314
77433,9897
77447,6553
77450,8475
77449,9656
77484,5054
77493,9117
77503,6415
77502,8869
77505,6730
77504,4332
77507,140
77506,7691
77521,8543
77520,8031
77530,7503
77532,6963
77536,9614
77546,9185
77547,2816
77562,4096
77571,9481
77586,7425
77587,4555
77598,3205
