Offense,Crime Type,ZIP,LAT,LNG
Theft,Non-Violent,77006,29.74288335,-95.39691635
Auto Theft,Non-Violent,77345,30.06340395,-95.17581337
Aggravated Assault,Violent,77087,29.70157392,-95.30355202
Robbery,Violent,77022,29.82572414,-95.39636166
Theft,Non-Violent,77045,29.62969549,-95.45943275
Burglary,Non-Violent,77008,29.79285836,-95.40620983
Aggravated Assault,Violent,77022,29.82928475,-95.39284583
Burglary,Non-Violent,77043,29.81388847,-95.55021192
Theft,Non-Violent,77011,29.74042746,-95.2953629
Theft,Non-Violent,77071,29.67335555,-95.50860196
Theft,Non-Violent,77060,29.93971822,-95.40060126
Theft,Non-Violent,77007,29.77493433,-95.42110015
Aggravated Assault,Violent,77057,29.73478004,-95.4898219
Theft,Non-Violent,77021,29.69765651,-95.33134741
Theft,Non-Violent,77005,29.71745411,-95.41694193
Auto Theft,Non-Violent,77598,29.54670195,-95.14750634
Theft,Non-Violent,77006,29.74234111,-95.3912269
Theft,Non-Violent,77092,29.82404546,-95.4607682
Theft,Non-Violent,77055,29.78430825,-95.4659052
Theft,Non-Violent,77007,29.78154093,-95.39317976
Theft,Non-Violent,77011,29.74337596,-95.30950006
Robbery,Violent,77055,29.80034822,-95.45850304
Auto Theft,Non-Violent,77037,29.92740314,-95.40944328
Theft,Non-Violent,77075,29.60711459,-95.28593316
Theft,Non-Violent,77042,29.722297,-95.53962366
Robbery,Violent,77396,29.93094242,-95.30027996
Aggravated Assault,Violent,77043,29.81268197,-95.55616143
Aggravated Assault,Violent,77004,29.71744503,-95.37053209
Theft,Non-Violent,77057,29.76359119,-95.47898514
Auto Theft,Non-Violent,77033,29.68548061,-95.33560402
Theft,Non-Violent,77022,29.83516426,-95.38436352
Theft,Non-Violent,77008,29.81151796,-95.39605156
Theft,Non-Violent,77056,29.74806216,-95.46910977
Auto Theft,Non-Violent,77007,29.77906266,-95.42295058
Aggravated Assault,Violent,77035,29.64148536,-95.50316541
Theft,Non-Violent,77072,29.69834457,-95.57133231
Auto Theft,Non-Violent,77056,29.73536154,-95.46062428
Auto Theft,Non-Violent,77057,29.73305388,-95.48424446
Theft,Non-Violent,77082,29.73603651,-95.58862687
Theft,Non-Violent,77054,29.69131976,-95.40606325
Theft,Non-Violent,77022,29.82897849,-95.38082655
Burglary,Non-Violent,77077,29.73630756,-95.59632624
Theft,Non-Violent,77063,29.74121896,-95.51728331
Theft,Non-Violent,77081,29.72443741,-95.476524
Theft,Non-Violent,77025,29.6679469,-95.44381501
Theft,Non-Violent,77034,29.61537651,-95.2147128
Aggravated Assault,Violent,77022,29.84554879,-95.39082156
Theft,Non-Violent,77072,29.69406037,-95.59110373
Theft,Non-Violent,77096,29.68584233,-95.46434911
Theft,Non-Violent,77047,29.61876044,-95.35531555
Robbery,Violent,77008,29.8124064,-95.41645688
Aggravated Assault,Violent,77036,29.71220509,-95.50845947
Theft,Non-Violent,77013,29.7765692,-95.2242752
Robbery,Violent,77006,29.74449293,-95.38181322
Theft,Non-Violent,77020,29.76532733,-95.33846162
Robbery,Violent,77057,29.73766269,-95.49708871
Theft,Non-Violent,77056,29.72663767,-95.47222308
Theft,Non-Violent,77023,29.72598974,-95.33294525
Robbery,Violent,77075,29.62763599,-95.23506536
Theft,Non-Violent,77096,29.68903439,-95.48610121
Theft,Non-Violent,77019,29.75684975,-95.41101931
Burglary,Non-Violent,77042,29.73122785,-95.56200307
Robbery,Violent,77035,29.64064185,-95.49540616
Auto Theft,Non-Violent,77074,29.70784527,-95.49520285
Robbery,Violent,77040,29.88603873,-95.49473357
Theft,Non-Violent,77598,29.58901392,-95.18170088
Robbery,Violent,77085,29.61223736,-95.49378357
Theft,Non-Violent,77004,29.73726393,-95.35123558
Theft,Non-Violent,77096,29.68584233,-95.46434911
Theft,Non-Violent,77036,29.70638205,-95.52129342
Theft,Non-Violent,77006,29.74892494,-95.38485959
Theft,Non-Violent,77087,29.69896407,-95.29354156
Theft,Non-Violent,77087,29.6814438,-95.29855409
Theft,Non-Violent,77013,29.79779241,-95.27086174
Theft,Non-Violent,77072,29.71641367,-95.56014913
Auto Theft,Non-Violent,,29.87041913,-95.41233684
Aggravated Assault,Violent,77026,29.79636763,-95.3117323
Robbery,Violent,77091,29.86576225,-95.41254136
Theft,Non-Violent,77339,30.04721675,-95.22594028
Auto Theft,Non-Violent,77007,29.77168895,-95.42555317
Robbery,Violent,77028,29.84959703,-95.26235694
Theft,Non-Violent,77015,29.7709396,-95.20583613
Aggravated Assault,Violent,77091,29.85451722,-95.46691805
Aggravated Assault,Violent,77033,29.65263698,-95.35544857
Theft,Non-Violent,77077,29.73812762,-95.60084798
Theft,Non-Violent,77076,29.84573403,-95.39255461
Auto Theft,Non-Violent,77036,29.71830682,-95.49792064
Theft,Non-Violent,77077,29.73903596,-95.62352689
Theft,Non-Violent,77004,29.73046438,-95.38322078
Theft,Non-Violent,77019,29.74275072,-95.4071637
Theft,Non-Violent,77339,30.07757447,-95.19781698
Burglary,Non-Violent,77072,29.69088201,-95.59593129
Theft,Non-Violent,77072,29.68488438,-95.60726929
Theft,Non-Violent,77015,29.77131034,-95.21386656
Theft,Non-Violent,77081,29.72535266,-95.46818456
Burglary,Non-Violent,77099,29.67507823,-95.58447161
Aggravated Assault,Violent,77022,29.84014919,-95.36348999
Theft,Non-Violent,77067,29.95163807,-95.41828016
Theft,Non-Violent,77076,29.87245227,-95.38492463
Auto Theft,Non-Violent,77082,29.73380569,-95.64404205
Auto Theft,Non-Violent,,29.8152663,-95.38924723
Auto Theft,Non-Violent,77032,29.96703201,-95.33022399
Theft,Non-Violent,77099,29.67365498,-95.60429972
Theft,Non-Violent,77055,29.78430825,-95.4659052
Auto Theft,Non-Violent,77081,29.72114771,-95.47646967
Theft,Non-Violent,77029,29.77841133,-95.2853114
Theft,Non-Violent,77035,29.64836244,-95.50836031
Theft,Non-Violent,77057,29.73785315,-95.48186555
Theft,Non-Violent,77008,29.80290046,-95.40253934
Theft,Non-Violent,77067,29.94903098,-95.41973293
Aggravated Assault,Violent,77077,29.73891435,-95.58865868
Theft,Non-Violent,77051,29.68099093,-95.35719747
Aggravated Assault,Violent,77074,29.69149661,-95.52050315
Theft,Non-Violent,77002,29.75745761,-95.36452294
Theft,Non-Violent,77023,29.71952016,-95.2985014
Theft,Non-Violent,77096,29.6763835,-95.45515578
Theft,Non-Violent,77072,29.70880152,-95.56041778
Theft,Non-Violent,77075,29.6316237,-95.23432907
Auto Theft,Non-Violent,77092,29.8437993,-95.49565394
Aggravated Assault,Violent,77026,29.78404922,-95.33266518
Auto Theft,Non-Violent,77033,29.67533092,-95.33643664
Aggravated Assault,Violent,77037,29.86991478,-95.39782059
Theft,Non-Violent,77022,29.83294662,-95.37592732
Theft,Non-Violent,77099,29.66014702,-95.55967527
Robbery,Violent,77057,29.7260303,-95.49527477
Burglary,Non-Violent,77089,29.59337266,-95.21790672
Theft,Non-Violent,77020,29.77465779,-95.31742532
Theft,Non-Violent,77099,29.68254324,-95.57458265
Theft,Non-Violent,77034,29.63003744,-95.21326737
Aggravated Assault,Violent,77022,29.82572414,-95.39636166
Auto Theft,Non-Violent,77034,29.64902298,-95.2193313
Aggravated Assault,Violent,77045,29.63361427,-95.44286372
Theft,Non-Violent,77018,29.82132651,-95.4278091
Aggravated Assault,Violent,77099,29.67779153,-95.59941057
Theft,Non-Violent,77007,29.76696974,-95.38052333
Theft,Non-Violent,77032,29.98595907,-95.3523273
Burglary,Non-Violent,77062,29.58229899,-95.12395917
Aggravated Assault,Violent,77034,29.64896273,-95.24949084
Theft,Non-Violent,77025,29.67327846,-95.43854058
Theft,Non-Violent,77002,29.76068569,-95.36199752
Burglary,Non-Violent,77026,29.81776288,-95.33470202
Burglary,Non-Violent,77036,29.72087197,-95.50103176
Burglary,Non-Violent,77019,29.7611121,-95.3995139
Theft,Non-Violent,77055,29.79557274,-95.48491215
Aggravated Assault,Violent,77025,29.67427517,-95.43987589
Theft,Non-Violent,77018,29.82397512,-95.45125494
Theft,Non-Violent,77007,29.7698556,-95.39990679
Theft,Non-Violent,77082,29.73603651,-95.58862687
Theft,Non-Violent,77004,29.72635427,-95.35858142
Robbery,Violent,77035,29.65764397,-95.46631281
Theft,Non-Violent,77027,29.75130063,-95.4552069
Burglary,Non-Violent,77092,29.84838458,-95.47852994
Burglary,Non-Violent,77047,29.61383707,-95.40432566
Theft,Non-Violent,77082,29.71955896,-95.6104662
Theft,Non-Violent,77055,29.78430825,-95.4659052
Theft,Non-Violent,77035,29.63963173,-95.48938556
Theft,Non-Violent,77045,29.6576566,-95.402028
Aggravated Assault,Violent,77074,29.68417574,-95.52857421
Theft,Non-Violent,77076,29.85710972,-95.37190244
Theft,Non-Violent,77029,29.77003248,-95.22011187
Aggravated Assault,Violent,77060,29.94347846,-95.39588047
Theft,Non-Violent,77092,29.83530759,-95.4781618
Theft,Non-Violent,77055,29.79001575,-95.53204726
Burglary,Non-Violent,77067,29.95836429,-95.41938915
Auto Theft,Non-Violent,77081,29.7055003,-95.48962486
Theft,Non-Violent,77009,29.78077641,-95.36386037
Theft,Non-Violent,77056,29.7315652,-95.4669598
Theft,Non-Violent,77054,29.68322971,-95.40321324
Theft,Non-Violent,77057,29.73152324,-95.47907181
Theft,Non-Violent,77092,29.84262621,-95.49372336
Aggravated Assault,Violent,77048,29.64610014,-95.35610731
Theft,Non-Violent,77060,29.93904971,-95.38581101
Theft,Non-Violent,77031,29.6509373,-95.56789503
Theft,Non-Violent,77002,29.76543525,-95.35687576
Theft,Non-Violent,77007,29.77452498,-95.38410869
Theft,Non-Violent,77002,29.73956395,-95.37994758
Theft,Non-Violent,77007,29.77198289,-95.40624939
Aggravated Assault,Violent,77015,29.78702479,-95.18692505
Theft,Non-Violent,77025,29.68971881,-95.44080716
Theft,Non-Violent,77061,29.65425811,-95.26234649
Burglary,Non-Violent,77081,29.71635367,-95.491799
Theft,Non-Violent,77037,29.86991478,-95.39782059
Theft,Non-Violent,,29.75097054,-95.36967676
Auto Theft,Non-Violent,77063,29.73843888,-95.51713502
Theft,Non-Violent,77099,29.68040326,-95.559622
Auto Theft,Non-Violent,77061,29.66555889,-95.27691605
Auto Theft,Non-Violent,77057,29.72544626,-95.47644735
Theft,Non-Violent,77054,29.67740146,-95.41697783
Aggravated Assault,Violent,77009,29.80516938,-95.35640136
Robbery,Violent,77011,29.74834817,-95.30121742
Theft,Non-Violent,77079,29.77025513,-95.57445825
Auto Theft,Non-Violent,77020,29.76796474,-95.31886958
Theft,Non-Violent,77077,29.7379409,-95.5926856
Auto Theft,Non-Violent,77075,29.63673912,-95.23923191
Aggravated Assault,Violent,77026,29.80134769,-95.33492035
Theft,Non-Violent,77004,29.7189487,-95.33906202
Auto Theft,Non-Violent,77598,29.55108513,-95.13732641
Burglary,Non-Violent,77002,29.76145835,-95.36138401
Aggravated Assault,Violent,77028,29.8475477,-95.28242453
Theft,Non-Violent,77015,29.77028883,-95.21319993
Auto Theft,Non-Violent,77013,29.78772882,-95.214304
Burglary,Non-Violent,77081,29.72621196,-95.45954255
Aggravated Assault,Violent,77057,29.73764079,-95.49876349
Robbery,Violent,77026,29.79708132,-95.31691821
Theft,Non-Violent,77048,29.64563738,-95.31510503
Theft,Non-Violent,77070,29.96034376,-95.55822962
Theft,Non-Violent,77034,29.61503375,-95.21433061
Theft,Non-Violent,77365,30.08187747,-95.18346814
Aggravated Assault,Violent,77091,29.84621514,-95.47326866
Theft,Non-Violent,77035,29.64953561,-95.48693411
Aggravated Assault,Violent,77098,29.73426822,-95.4063709
Burglary,Non-Violent,77033,29.67196216,-95.32778312
Aggravated Assault,Violent,77099,29.6707159,-95.58372261
Theft,Non-Violent,77092,29.84265935,-95.49377596
Aggravated Assault,Violent,77055,29.79412027,-95.53817791
Theft,Non-Violent,77036,29.66774957,-95.55586648
Auto Theft,Non-Violent,77079,29.76686398,-95.57586926
Auto Theft,Non-Violent,77038,29.93309615,-95.4148589
Aggravated Assault,Violent,77016,29.86799928,-95.30815833
Burglary,Non-Violent,77027,29.74393555,-95.45699549
Burglary,Non-Violent,77051,29.6579409,-95.38295863
Burglary,Non-Violent,77003,29.74512489,-95.35994714
Aggravated Assault,Violent,77035,29.65703122,-95.4995893
Theft,Non-Violent,77036,29.71451305,-95.53629814
Auto Theft,Non-Violent,77084,29.79493965,-95.68842113
Theft,Non-Violent,77598,29.56511852,-95.14734526
Auto Theft,Non-Violent,77063,29.74088026,-95.53273211
Auto Theft,Non-Violent,77088,29.89328153,-95.42344804
Theft,Non-Violent,77055,29.80989321,-95.48997492
Burglary,Non-Violent,77006,29.73529587,-95.38983054
Theft,Non-Violent,77009,29.77787369,-95.36054225
Robbery,Violent,77076,29.85262115,-95.39096658
Murder,Violent,77013,29.79218734,-95.21175062
Theft,Non-Violent,77099,29.67140305,-95.58789669
Robbery,Violent,77037,29.86993653,-95.39507505
Burglary,Non-Violent,77036,29.71783436,-95.53285329
Burglary,Non-Violent,77018,29.81771902,-95.42954202
Theft,Non-Violent,77031,29.66820992,-95.52815959
Auto Theft,Non-Violent,77036,29.68652009,-95.55154128
Theft,Non-Violent,77041,29.83221027,-95.54797975
Theft,Non-Violent,77002,29.75598757,-95.36695454
Theft,Non-Violent,77009,29.7981538,-95.37000964
Theft,Non-Violent,77075,29.60047238,-95.27821211
Aggravated Assault,Violent,77072,29.68806405,-95.56564638
Theft,Non-Violent,77077,29.74096927,-95.58869337
Theft,Non-Violent,77546,29.53752477,-95.15418524
Theft,Non-Violent,77023,29.71729144,-95.32200639
Theft,Non-Violent,77041,29.83426835,-95.55965122
Auto Theft,Non-Violent,77088,29.88309067,-95.46533387
Theft,Non-Violent,77041,29.83371068,-95.54830704
Theft,Non-Violent,77032,29.95052236,-95.31481034
Theft,Non-Violent,77027,29.7285472,-95.43996244
Theft,Non-Violent,77057,29.7500794,-95.49747577
Burglary,Non-Violent,77026,29.80142438,-95.31698657
Burglary,Non-Violent,77025,29.69429264,-95.43794783
Theft,Non-Violent,77004,29.73243451,-95.35748081
Robbery,Violent,77002,29.76477066,-95.361213
Burglary,Non-Violent,77033,29.68572886,-95.33030782
Auto Theft,Non-Violent,77034,29.64020694,-95.22385901
Auto Theft,Non-Violent,77081,29.7143055,-95.49638434
Rape,Violent,77063,29.73442763,-95.51416761
Theft,Non-Violent,77036,29.68666087,-95.55161162
Burglary,Non-Violent,77099,29.68131771,-95.58606459
Theft,Non-Violent,77008,29.79045233,-95.41094042
Theft,Non-Violent,77024,29.77564618,-95.55560354
Theft,Non-Violent,77042,29.73316529,-95.55540362
Rape,Violent,77003,29.73590099,-95.34709953
Burglary,Non-Violent,77033,29.6508917,-95.33492649
Theft,Non-Violent,77008,29.81239011,-95.41879779
Burglary,Non-Violent,77009,29.80014674,-95.36477889
Theft,Non-Violent,77018,29.82715345,-95.40505938
Theft,Non-Violent,77036,29.71559597,-95.5090397
Burglary,Non-Violent,77093,29.8282011,-95.33771482
Theft,Non-Violent,77053,29.606128,-95.46473462
Theft,Non-Violent,77092,29.82246487,-95.46387198
Theft,Non-Violent,77036,29.69634795,-95.52491663
Theft,Non-Violent,77035,29.65573759,-95.47808967
Burglary,Non-Violent,77087,29.68657833,-95.29721141
Burglary,Non-Violent,77027,29.72861502,-95.43893131
Robbery,Violent,77007,29.77346059,-95.39864622
Theft,Non-Violent,77025,29.68421007,-95.42239637
Theft,Non-Violent,77081,29.72413851,-95.46816767
Theft,Non-Violent,77056,29.74071279,-95.46365258
Theft,Non-Violent,77096,29.67526351,-95.45955522
Theft,Non-Violent,77003,29.7566501,-95.34763311
Theft,Non-Violent,77007,29.77452498,-95.38410869
Burglary,Non-Violent,77079,29.77771046,-95.62325352
Auto Theft,Non-Violent,77018,29.83561784,-95.41295928
Theft,Non-Violent,77076,29.85929204,-95.38383743
Robbery,Violent,77025,29.67797128,-95.4311573
Theft,Non-Violent,77082,29.73334037,-95.5985424
Burglary,Non-Violent,77038,29.93196469,-95.41473318
Theft,Non-Violent,77045,29.65347882,-95.44527639
Theft,Non-Violent,77040,29.86030501,-95.52673852
Aggravated Assault,Violent,77040,29.85226075,-95.52041508
Theft,Non-Violent,77003,29.7438937,-95.34363367
Theft,Non-Violent,77055,29.7844618,-95.53425475
Theft,Non-Violent,77009,29.77350961,-95.36037508
Burglary,Non-Violent,77025,29.69960558,-95.42297558
Robbery,Violent,77099,29.67444946,-95.56321416
Robbery,Violent,77096,29.67898016,-95.48218021
Auto Theft,Non-Violent,77092,29.83336874,-95.45819228
Theft,Non-Violent,77022,29.82897849,-95.38082655
Theft,Non-Violent,77063,29.73718441,-95.5386453
Burglary,Non-Violent,77048,29.62998258,-95.31816792
Theft,Non-Violent,77009,29.79316854,-95.36283577
Auto Theft,Non-Violent,77081,29.7201125,-95.48121124
Auto Theft,Non-Violent,77099,29.67206906,-95.58300655
Theft,Non-Violent,77079,29.77300593,-95.62019619
Auto Theft,Non-Violent,77036,29.69632866,-95.55219913
Theft,Non-Violent,77025,29.68970951,-95.43214802
Burglary,Non-Violent,77060,29.95042773,-95.40766933
Burglary,Non-Violent,77061,29.66203371,-95.2768241
Theft,Non-Violent,77036,29.67584366,-95.54256385
Auto Theft,Non-Violent,77075,29.63231037,-95.2430627
Theft,Non-Violent,77006,29.73871188,-95.39825249
Theft,Non-Violent,77098,29.73865752,-95.40206824
Robbery,Violent,77055,29.79704347,-95.52669905
Auto Theft,Non-Violent,77005,29.72547629,-95.4192308
Auto Theft,Non-Violent,77075,29.62945934,-95.23121469
Theft,Non-Violent,77004,29.72894564,-95.38077967
Aggravated Assault,Violent,77053,29.59525368,-95.47813315
Theft,Non-Violent,77004,29.72707275,-95.35411039
Theft,Non-Violent,77019,29.74472995,-95.40459906
Theft,Non-Violent,77002,29.75110185,-95.36802659
Auto Theft,Non-Violent,77087,29.70234116,-95.29526451
Auto Theft,Non-Violent,77040,29.84875513,-95.51280035
Theft,Non-Violent,77017,29.67892425,-95.26831617
Aggravated Assault,Violent,77060,29.94816153,-95.39350064
Aggravated Assault,Violent,77028,29.82562291,-95.28241714
Theft,Non-Violent,77036,29.67531386,-95.55060512
Theft,Non-Violent,77002,29.76411093,-95.35734028
Robbery,Violent,77088,29.86360881,-95.42819243
Aggravated Assault,Violent,77011,29.74625925,-95.30404173
Robbery,Violent,77060,29.93174695,-95.40595051
Burglary,Non-Violent,77002,29.75102359,-95.36452418
Robbery,Violent,77396,29.93783182,-95.28624836
Aggravated Assault,Violent,77072,29.70349842,-95.60443271
Theft,Non-Violent,77081,29.70455839,-95.48045663
Theft,Non-Violent,77006,29.74043645,-95.39616955
Theft,Non-Violent,77003,29.74849624,-95.35638082
Aggravated Assault,Violent,77064,29.95224255,-95.53881486
Robbery,Violent,77035,29.64322841,-95.49430893
Theft,Non-Violent,77092,29.842124,-95.4929445
Theft,Non-Violent,77054,29.68319275,-95.38570417
Robbery,Violent,77076,29.84804365,-95.36240528
Theft,Non-Violent,77007,29.7834106,-95.39168439
Theft,Non-Violent,77007,29.78063949,-95.42011305
Theft,Non-Violent,77007,29.77452498,-95.38410869
Theft,Non-Violent,77092,29.848248,-95.50360137
Theft,Non-Violent,77082,29.73436743,-95.5759857
Theft,Non-Violent,77092,29.84743822,-95.47328489
Theft,Non-Violent,77054,29.69020388,-95.41254945
Theft,Non-Violent,77074,29.69159867,-95.5270449
Theft,Non-Violent,77074,29.68371471,-95.51481357
Theft,Non-Violent,77060,29.94941864,-95.41080488
Robbery,Violent,77042,29.73712467,-95.54413091
Theft,Non-Violent,77099,29.6707851,-95.58815668
Theft,Non-Violent,77056,29.73157136,-95.46674032
Theft,Non-Violent,77061,29.6754031,-95.26821061
Robbery,Violent,77082,29.73647084,-95.58862963
Auto Theft,Non-Violent,77024,29.78389751,-95.5573008
Auto Theft,Non-Violent,77035,29.64064185,-95.49540616
Aggravated Assault,Violent,77088,29.88201904,-95.42995011
Auto Theft,Non-Violent,77089,29.60586812,-95.22836966
Auto Theft,Non-Violent,77048,29.94899022,-95.42998681
Theft,Non-Violent,77057,29.75040898,-95.50111297
Theft,Non-Violent,77020,29.77308366,-95.29142004
Theft,Non-Violent,77099,29.67106305,-95.56828688
Auto Theft,Non-Violent,77019,29.75966418,-95.3778528
Theft,Non-Violent,77054,29.68519127,-95.41939875
Auto Theft,Non-Violent,77087,29.70038162,-95.29915042
Robbery,Violent,77082,29.7277732,-95.64395079
Auto Theft,Non-Violent,77054,29.68476834,-95.41240774
Theft,Non-Violent,77021,29.70235877,-95.3585382
Aggravated Assault,Violent,77088,29.88429294,-95.47295813
Burglary,Non-Violent,77082,29.71490045,-95.61161007
Theft,Non-Violent,77093,29.83399383,-95.34547552
Theft,Non-Violent,77080,29.81431285,-95.52122688
Theft,Non-Violent,77063,29.73278634,-95.52054128
Auto Theft,Non-Violent,77042,29.73469439,-95.55835388
Theft,Non-Violent,77058,29.55801509,-95.11301118
Burglary,Non-Violent,77023,29.73984465,-95.3229748
Auto Theft,Non-Violent,77022,29.83758926,-95.36811091
Aggravated Assault,Violent,77009,29.81201468,-95.35365407
Theft,Non-Violent,77023,29.72292199,-95.30627194
Theft,Non-Violent,77033,29.67533092,-95.33643664
Burglary,Non-Violent,77072,29.70011392,-95.58324688
Theft,Non-Violent,77092,29.82436832,-95.46815671
Theft,Non-Violent,77032,29.98595907,-95.3523273
Theft,Non-Violent,77019,29.7547459,-95.39216733
Theft,Non-Violent,77006,29.74677928,-95.37681551
Auto Theft,Non-Violent,77047,29.62783434,-95.40928854
Robbery,Violent,77009,29.80334336,-95.35678579
Robbery,Violent,77042,29.75830261,-95.55996041
Burglary,Non-Violent,77040,29.84274875,-95.5063014
Theft,Non-Violent,77057,29.74242109,-95.49719315
Aggravated Assault,Violent,77063,29.73836888,-95.53487181
Aggravated Assault,Violent,77082,29.72982854,-95.60110075
Theft,Non-Violent,77002,29.75591503,-95.36683662
Theft,Non-Violent,77006,29.75249037,-95.39431775
Burglary,Non-Violent,77096,29.68738992,-95.4697671
Theft,Non-Violent,,29.75321381,-95.36790636
Theft,Non-Violent,77028,29.83797662,-95.27868654
Theft,Non-Violent,77011,29.75126883,-95.32385199
Burglary,Non-Violent,77041,29.83188204,-95.5699632
Theft,Non-Violent,77057,29.73178909,-95.48821173
Auto Theft,Non-Violent,77057,29.72605988,-95.49358747
Theft,Non-Violent,77099,29.68040326,-95.559622
Theft,Non-Violent,77030,29.69689161,-95.41247355
Theft,Non-Violent,77034,29.64932834,-95.21850943
Theft,Non-Violent,77046,29.7293416,-95.43833596
Theft,Non-Violent,77082,29.73146408,-95.65203528
Theft,Non-Violent,77025,29.68247862,-95.42374007
Theft,Non-Violent,77034,29.64096965,-95.22387155
Auto Theft,Non-Violent,77007,29.76751097,-95.39711892
Robbery,Violent,77092,29.81944605,-95.46918537
Burglary,Non-Violent,77033,29.67470188,-95.33564359
Burglary,Non-Violent,77026,29.80396213,-95.31652793
Auto Theft,Non-Violent,77034,29.61358871,-95.21271674
Theft,Non-Violent,77021,29.69820777,-95.33771771
Theft,Non-Violent,77489,29.59440278,-95.49765332
Theft,Non-Violent,77021,29.70662054,-95.33507437
Theft,Non-Violent,77345,30.06417848,-95.16666022
Theft,Non-Violent,77034,29.64453387,-95.22668099
Burglary,Non-Violent,77042,29.74805975,-95.56958724
Theft,Non-Violent,77007,29.77495793,-95.40955297
Theft,Non-Violent,77094,29.76863119,-95.64351673
Murder,Violent,77041,29.84821783,-95.54270875
Aggravated Assault,Violent,77036,29.67556557,-95.54606515
Theft,Non-Violent,77063,29.72984176,-95.53411376
Theft,Non-Violent,77004,29.74338254,-95.36930778
Theft,Non-Violent,77041,29.86186584,-95.55369941
Burglary,Non-Violent,77019,29.75750633,-95.39090558
Theft,Non-Violent,77004,29.73520666,-95.37550704
Theft,Non-Violent,77042,29.73306466,-95.5464474
Burglary,Non-Violent,77088,29.88245057,-95.44850159
Theft,Non-Violent,77043,29.81268197,-95.55616143
Burglary,Non-Violent,77040,29.86278196,-95.50608821
Theft,Non-Violent,77075,29.6316237,-95.23432907
Theft,Non-Violent,77056,29.74071279,-95.46365258
Theft,Non-Violent,77396,29.96580753,-95.29096781
Theft,Non-Violent,77056,29.76339146,-95.46162316
Burglary,Non-Violent,77011,29.74621557,-95.32841353
Theft,Non-Violent,77022,29.82897849,-95.38082655
Burglary,Non-Violent,77019,29.75708242,-95.37703112
Robbery,Violent,77074,29.69024992,-95.51292767
Theft,Non-Violent,77077,29.76688615,-95.62447159
Theft,Non-Violent,77075,29.61529395,-95.28534131
Theft,Non-Violent,77003,29.75095542,-95.35319748
Theft,Non-Violent,77080,29.81104617,-95.50714596
Theft,Non-Violent,77080,29.81613766,-95.50959003
Theft,Non-Violent,77042,29.73682905,-95.5669398
Auto Theft,Non-Violent,77034,29.64902298,-95.2193313
Theft,Non-Violent,77007,29.77047791,-95.40859625
Theft,Non-Violent,77096,29.66188075,-95.5084957
Theft,Non-Violent,77077,29.75587628,-95.64371301
Aggravated Assault,Violent,77009,29.81327677,-95.3530638
Theft,Non-Violent,77040,29.86398162,-95.53500341
Theft,Non-Violent,77018,29.81819742,-95.42954202
Theft,Non-Violent,77081,29.71291509,-95.47280178
Theft,Non-Violent,77057,29.72537238,-95.48123064
Theft,Non-Violent,77074,29.70719748,-95.49956054
Aggravated Assault,Violent,77024,29.76817828,-95.45751374
Theft,Non-Violent,77079,29.76870223,-95.57289824
Theft,Non-Violent,,30.00847413,-95.32210726
Theft,Non-Violent,77060,29.93752849,-95.39767199
Robbery,Violent,77016,29.83951202,-95.31530833
Theft,Non-Violent,77027,29.72870775,-95.43752146
Aggravated Assault,Violent,77003,29.74854668,-95.33992219
Auto Theft,Non-Violent,77002,29.747718,-95.36462057
Aggravated Assault,Violent,77007,29.77009801,-95.36797357
Robbery,Violent,77054,29.68655689,-95.4032635
Theft,Non-Violent,77078,29.85099214,-95.23821098
Theft,Non-Violent,77024,29.78216849,-95.54405435
Theft,Non-Violent,77058,29.56240045,-95.11477982
Auto Theft,Non-Violent,77028,29.8108604,-95.26158858
Aggravated Assault,Violent,77088,29.87353615,-95.42524799
Theft,Non-Violent,77080,29.82755116,-95.50924439
Robbery,Violent,77085,29.61674885,-95.49906792
Theft,Non-Violent,77030,29.69676982,-95.41256882
Theft,Non-Violent,77004,29.71232447,-95.36986339
Burglary,Non-Violent,77093,29.84207826,-95.34284137
Aggravated Assault,Violent,77054,29.69126542,-95.40284542
Burglary,Non-Violent,77072,29.70482918,-95.60449199
Robbery,Violent,77034,29.64902298,-95.2193313
Robbery,Violent,77082,29.72867592,-95.58014779
Burglary,Non-Violent,77009,29.8063211,-95.36907085
Theft,Non-Violent,77019,29.76121501,-95.38633349
Auto Theft,Non-Violent,77040,29.85094176,-95.51402928
Theft,Non-Violent,77009,29.80334336,-95.35678579
Theft,Non-Violent,77022,29.8207914,-95.3680724
Theft,Non-Violent,77032,29.95349974,-95.33142453
Auto Theft,Non-Violent,77021,29.70022904,-95.3796965
Theft,Non-Violent,77004,29.72691557,-95.37092013
Auto Theft,Non-Violent,77007,29.77227405,-95.3973307
Theft,Non-Violent,77072,29.69848742,-95.5828698
Aggravated Assault,Violent,77098,29.73427131,-95.40707968
Robbery,Violent,77021,29.68683334,-95.36438664
Theft,Non-Violent,77057,29.73766269,-95.49708871
Theft,Non-Violent,77072,29.69165201,-95.57103333
Theft,Non-Violent,77087,29.70304766,-95.29468739
Auto Theft,Non-Violent,77029,29.78858665,-95.28624019
Theft,Non-Violent,77056,29.73384809,-95.46671392
Theft,Non-Violent,77028,29.80614006,-95.28322072
Theft,Non-Violent,77092,29.85030319,-95.47729503
Auto Theft,Non-Violent,77024,29.78034897,-95.56256775
Theft,Non-Violent,77083,29.69802494,-95.61624776
