Offense,Crime Type,ZIP,LAT,LNG
Theft,Non-Violent,77007,29.76524373,-95.43719915
Theft,Non-Violent,77043,29.79696,-95.57663119
Theft,Non-Violent,77042,29.72314382,-95.54339626
Theft,Non-Violent,77489,29.59987515,-95.48719924
Burglary,Non-Violent,77077,29.73908883,-95.62352689
Theft,Non-Violent,77096,29.67932867,-95.49283079
Aggravated Assault,Violent,77047,29.62469219,-95.39010165
Robbery,Violent,77080,29.81034498,-95.54519582
Theft,Non-Violent,77093,29.87078505,-95.33141732
Theft,Non-Violent,77057,29.73178804,-95.48801855
Theft,Non-Violent,77082,29.73334037,-95.5985424
Theft,Non-Violent,77021,29.69100872,-95.34701236
Burglary,Non-Violent,77081,29.69916591,-95.4846419
Theft,Non-Violent,77006,29.73623621,-95.38553926
Theft,Non-Violent,77056,29.75814526,-95.46412954
Theft,Non-Violent,77035,29.65602238,-95.50769716
Theft,Non-Violent,77028,29.83913217,-95.26222666
Theft,Non-Violent,77081,29.72443741,-95.476524
Burglary,Non-Violent,77096,29.67913394,-95.48418185
Theft,Non-Violent,77007,29.78156655,-95.39201183
Theft,Non-Violent,77017,29.66868078,-95.26159686
Theft,Non-Violent,77077,29.76167024,-95.64452799
Burglary,Non-Violent,77009,29.81202988,-95.38215751
Aggravated Assault,Violent,77088,29.86566833,-95.4777485
Auto Theft,Non-Violent,77035,29.64513912,-95.50830997
Theft,Non-Violent,77027,29.74663152,-95.45206357
Burglary,Non-Violent,77082,29.72726828,-95.63264364
Theft,Non-Violent,77075,29.63137893,-95.23431864
Theft,Non-Violent,77012,29.71016725,-95.2872059
Theft,Non-Violent,77024,29.77773053,-95.54448135
Auto Theft,Non-Violent,77024,29.77946228,-95.53593006
Theft,Non-Violent,77056,29.75022674,-95.46582591
Theft,Non-Violent,77019,29.75531906,-95.39808552
Theft,Non-Violent,77024,29.78365875,-95.46622561
Aggravated Assault,Violent,77043,29.82080139,-95.56328178
Aggravated Assault,Violent,77096,29.67322772,-95.44701604
Aggravated Assault,Violent,77078,29.8549022,-95.26572388
Theft,Non-Violent,77036,29.69220266,-95.53279848
Theft,Non-Violent,77096,29.6841788,-95.47434675
Theft,Non-Violent,77063,29.72900066,-95.52770384
Theft,Non-Violent,77040,29.86330183,-95.53348056
Theft,Non-Violent,77003,29.74922574,-95.35576954
Theft,Non-Violent,77063,29.73755925,-95.5047233
Theft,Non-Violent,77489,29.59075104,-95.51721741
Burglary,Non-Violent,77082,29.7277732,-95.64395079
Theft,Non-Violent,77055,29.7844618,-95.53425475
Burglary,Non-Violent,77048,29.63755758,-95.32771494
Robbery,Violent,77018,29.84107703,-95.42923691
Auto Theft,Non-Violent,77036,29.71590288,-95.51367185
Theft,Non-Violent,77002,29.75273337,-95.3707186
Theft,Non-Violent,77029,29.76602263,-95.28204445
Theft,Non-Violent,77092,29.81254101,-95.46064763
Theft,Non-Violent,77546,29.54472794,-95.15236112
Theft,Non-Violent,77017,29.70080581,-95.27787646
Theft,Non-Violent,77056,29.74084546,-95.46091983
Aggravated Assault,Violent,77012,29.72126922,-95.26421618
Auto Theft,Non-Violent,77087,29.6835649,-95.29180351
Auto Theft,Non-Violent,77339,30.05915139,-95.20421457
Theft,Non-Violent,77339,30.02813587,-95.22801926
Aggravated Assault,Violent,77043,29.78797552,-95.5698233
Rape,Violent,77093,29.85922344,-95.36169089
Theft,Non-Violent,77006,29.74447981,-95.37737444
Theft,Non-Violent,77032,29.98595907,-95.3523273
Burglary,Non-Violent,77013,29.78456451,-95.2268518
Theft,Non-Violent,77012,29.73716666,-95.28964861
Theft,Non-Violent,77067,29.96048559,-95.42667376
Theft,Non-Violent,77092,29.73759983,-95.50091493
Theft,Non-Violent,77098,29.72755552,-95.41861496
Theft,Non-Violent,77004,29.72657083,-95.36115155
Theft,Non-Violent,77037,29.92275806,-95.41189585
Theft,Non-Violent,77077,29.73651404,-95.58937113
Theft,Non-Violent,77007,29.76344653,-95.37557839
Theft,Non-Violent,77003,29.76300179,-95.36015259
Theft,Non-Violent,77070,29.97221876,-95.5440505
Theft,Non-Violent,77036,29.71428772,-95.50246052
Aggravated Assault,Violent,77036,29.67018236,-95.55725953
Theft,Non-Violent,77027,29.74168285,-95.44712571
Theft,Non-Violent,77042,29.72669699,-95.55966921
Aggravated Assault,Violent,77031,29.66966011,-95.52969424
Theft,Non-Violent,77017,29.70561305,-95.24575219
Theft,Non-Violent,77007,29.77796567,-95.39396029
Robbery,Violent,77047,29.61683378,-95.40295767
Auto Theft,Non-Violent,77055,29.78927234,-95.45134842
Aggravated Assault,Violent,77055,29.80915784,-95.48932654
Theft,Non-Violent,77027,29.73264049,-95.44285481
Theft,Non-Violent,77006,29.73354937,-95.39964718
Burglary,Non-Violent,77057,29.73495666,-95.49278948
Theft,Non-Violent,77006,29.7477335,-95.37984558
Theft,Non-Violent,77034,29.63674337,-95.23817194
Theft,Non-Violent,77096,29.66653661,-95.50854455
Auto Theft,Non-Violent,77085,29.61835503,-95.47780754
Robbery,Violent,77061,29.66201168,-95.27009578
Theft,Non-Violent,77012,29.71641436,-95.25966211
Theft,Non-Violent,77092,29.85436363,-95.49892058
Theft,Non-Violent,77072,29.70482918,-95.60449199
Theft,Non-Violent,77008,29.78524103,-95.40969306
Auto Theft,Non-Violent,77036,29.70843342,-95.52000307
Theft,Non-Violent,77098,29.74233832,-95.41639723
Theft,Non-Violent,77058,29.57882706,-95.10598702
Theft,Non-Violent,77002,29.75996438,-95.36251454
Aggravated Assault,Violent,77033,29.65440115,-95.3451699
Theft,Non-Violent,77063,29.72313247,-95.53910356
Theft,Non-Violent,77004,29.72913611,-95.36537003
Burglary,Non-Violent,77024,29.78176143,-95.55813278
Theft,Non-Violent,77051,29.66214007,-95.35553556
Theft,Non-Violent,77080,29.81271333,-95.54204775
Rape,Violent,77067,29.96048559,-95.42667376
Auto Theft,Non-Violent,77020,29.77296995,-95.31911669
Theft,Non-Violent,77088,29.87555402,-95.42093892
Theft,Non-Violent,77074,29.7103344,-95.5040333
Theft,Non-Violent,77008,29.80374251,-95.41670219
Theft,Non-Violent,77015,29.77023677,-95.18502882
Theft,Non-Violent,77082,29.73265258,-95.64865615
Auto Theft,Non-Violent,77054,29.68219535,-95.41915107
Theft,Non-Violent,77077,29.74066812,-95.57622785
Theft,Non-Violent,77085,29.62730003,-95.46874439
Theft,Non-Violent,77035,29.66426178,-95.46400743
Theft,Non-Violent,77080,29.81431455,-95.54521116
Theft,Non-Violent,77075,29.63661718,-95.24378399
Theft,Non-Violent,77018,29.81727022,-95.39469075
Theft,Non-Violent,77054,29.68581616,-95.40324788
Robbery,Violent,77012,29.7036426,-95.28337901
Aggravated Assault,Violent,77085,29.62485106,-95.49908507
Theft,Non-Violent,77013,29.77584216,-95.21828406
Theft,Non-Violent,77025,29.68815059,-95.41926418
Robbery,Violent,77022,29.8300335,-95.36146039
Auto Theft,Non-Violent,77075,29.60839971,-95.27320828
Auto Theft,Non-Violent,77023,29.73005159,-95.31492191
Burglary,Non-Violent,77062,29.56165679,-95.126665
Theft,Non-Violent,77040,29.85172347,-95.50724663
Theft,Non-Violent,77021,29.69736089,-95.37403158
Theft,Non-Violent,77072,29.68955454,-95.55818866
Theft,Non-Violent,77032,29.93986691,-95.36223084
Burglary,Non-Violent,77396,29.93605539,-95.30327043
Burglary,Non-Violent,77037,29.92464835,-95.41166015
Auto Theft,Non-Violent,77099,29.65548682,-95.57081428
Theft,Non-Violent,77092,29.8437993,-95.49565394
Theft,Non-Violent,77027,29.73557247,-95.44154293
Burglary,Non-Violent,77026,29.80677805,-95.3104779
Aggravated Assault,Violent,77008,29.78928236,-95.42787994
Aggravated Assault,Violent,77002,29.7612447,-95.35898242
Theft,Non-Violent,77057,29.73770052,-95.49201169
Theft,Non-Violent,77007,29.77036657,-95.43046838
Theft,Non-Violent,77082,29.71565159,-95.58489994
Theft,Non-Violent,77071,29.67134875,-95.52698615
Burglary,Non-Violent,77008,29.81204967,-95.43220321
Theft,Non-Violent,77396,29.9748542,-95.28082812
Burglary,Non-Violent,77018,29.8155591,-95.39587519
Auto Theft,Non-Violent,77396,29.94791773,-95.30383108
Theft,Non-Violent,77081,29.71792476,-95.49477827
Aggravated Assault,Violent,77043,29.80901142,-95.56402217
Theft,Non-Violent,77019,29.74282101,-95.40207648
Theft,Non-Violent,77008,29.79693996,-95.39654098
Theft,Non-Violent,77057,29.74996974,-95.48308339
Theft,Non-Violent,77096,29.66713097,-95.50853759
Aggravated Assault,Violent,77074,29.70784527,-95.49520285
Theft,Non-Violent,77075,29.60079889,-95.26573432
Theft,Non-Violent,77024,29.77861356,-95.56238704
Aggravated Assault,Violent,77072,29.68901725,-95.56716589
Robbery,Violent,77074,29.67601174,-95.53978081
Theft,Non-Violent,77098,29.73023111,-95.41782754
Auto Theft,Non-Violent,77091,29.86346456,-95.45509706
Auto Theft,Non-Violent,77024,29.77780369,-95.53956172
Theft,Non-Violent,77072,29.68955454,-95.55818866
Theft,Non-Violent,77033,29.6562827,-95.32982352
Theft,Non-Violent,77081,29.72535266,-95.46818456
Robbery,Violent,77096,29.65657943,-95.50842249
Robbery,Violent,77033,29.67346799,-95.33648552
Auto Theft,Non-Violent,77026,29.79477221,-95.33514571
Theft,Non-Violent,77070,29.96139059,-95.54667256
Theft,Non-Violent,77598,29.55528764,-95.15537021
Theft,Non-Violent,77087,29.69343816,-95.29355545
Theft,Non-Violent,77023,29.72883612,-95.33489992
Aggravated Assault,Violent,77008,29.8122765,-95.42936515
Theft,Non-Violent,77040,29.85646794,-95.50539757
Burglary,Non-Violent,77008,29.81238301,-95.41983366
Theft,Non-Violent,77018,29.82513296,-95.43006904
Burglary,Non-Violent,77074,29.67633708,-95.5329339
Theft,Non-Violent,77027,29.73805857,-95.45828665
Theft,Non-Violent,77036,29.7049446,-95.54498693
Theft,Non-Violent,77032,29.98740611,-95.33903693
Robbery,Violent,77040,29.85092847,-95.51558656
Theft,Non-Violent,77057,29.73770691,-95.49168511
Theft,Non-Violent,77339,30.04965786,-95.23284534
Auto Theft,Non-Violent,77027,29.73557247,-95.44154293
Theft,Non-Violent,77026,29.80809558,-95.34231402
Theft,Non-Violent,77063,29.73926858,-95.51715712
Theft,Non-Violent,77008,29.80286384,-95.40803546
Auto Theft,Non-Violent,77034,29.6446155,-95.240799
Theft,Non-Violent,77096,29.68584233,-95.46434911
Theft,Non-Violent,77091,29.84621514,-95.47326866
Theft,Non-Violent,77006,29.74475838,-95.40130178
Theft,Non-Violent,,29.73484133,-95.55835935
Theft,Non-Violent,77080,29.81431455,-95.54521116
Theft,Non-Violent,77043,29.79078978,-95.56504302
Theft,Non-Violent,77096,29.67628982,-95.49368145
Theft,Non-Violent,77080,29.81223774,-95.53806201
Theft,Non-Violent,77019,29.74226094,-95.41995821
Theft,Non-Violent,77016,29.85770018,-95.29879259
Theft,Non-Violent,77030,29.69425122,-95.41419207
Theft,Non-Violent,77338,30.00603765,-95.31557459
Theft,Non-Violent,77096,29.668279,-95.50432323
Auto Theft,Non-Violent,77048,29.60297537,-95.31784356
Theft,Non-Violent,77057,29.73402037,-95.48982191
Theft,Non-Violent,77055,29.80727389,-95.48666369
Burglary,Non-Violent,77032,29.95029825,-95.30719355
Theft,Non-Violent,77010,29.75589676,-95.36317077
Theft,Non-Violent,77054,29.68216677,-95.41739827
Theft,Non-Violent,,30.0697288,-95.24657558
Theft,Non-Violent,77093,29.86839129,-95.34550702
Theft,Non-Violent,77002,29.75970791,-95.36019841
Theft,Non-Violent,77056,29.75715662,-95.47281469
Auto Theft,Non-Violent,77057,29.73049794,-95.49171689
Theft,Non-Violent,77063,29.73110306,-95.50384842
Theft,Non-Violent,77089,29.61990559,-95.22078139
Theft,Non-Violent,77019,29.74471833,-95.40732023
Rape,Violent,77043,29.7845691,-95.55225756
Theft,Non-Violent,77031,29.66966011,-95.52969424
Rape,Violent,77087,29.70447665,-95.30635759
Theft,Non-Violent,77024,29.77862619,-95.56078489
Theft,Non-Violent,77040,29.85606446,-95.51743857
Theft,Non-Violent,77047,29.6288774,-95.3556095
Theft,Non-Violent,77098,29.74240013,-95.41643203
Theft,Non-Violent,77045,29.63293573,-95.43928913
Auto Theft,Non-Violent,77002,29.74530855,-95.3715915
Theft,Non-Violent,77021,29.70198087,-95.36481193
Aggravated Assault,Violent,77074,29.67867387,-95.50866719
Burglary,Non-Violent,77098,29.73674692,-95.41068132
Theft,Non-Violent,77012,29.72956151,-95.29163159
Theft,Non-Violent,77017,29.68520673,-95.23085127
Auto Theft,Non-Violent,77096,29.66622293,-95.5047986
Theft,Non-Violent,77045,29.64312443,-95.42641425
Theft,Non-Violent,77063,29.73731178,-95.52624929
Auto Theft,Non-Violent,77015,29.77121746,-95.21382012
Aggravated Assault,Violent,77021,29.69820777,-95.33771771
Auto Theft,Non-Violent,77036,29.70974897,-95.51577217
Theft,Non-Violent,77066,29.96648161,-95.5374578
Theft,Non-Violent,77047,29.60780599,-95.38625245
Burglary,Non-Violent,77063,29.74088042,-95.53284043
Theft,Non-Violent,77063,29.73725397,-95.53482331
Theft,Non-Violent,77051,29.67567679,-95.3588103
Auto Theft,Non-Violent,77019,29.74273721,-95.40633238
Theft,Non-Violent,77056,29.74071279,-95.46365258
Auto Theft,Non-Violent,77088,29.8878114,-95.42261748
Theft,Non-Violent,77067,29.94190368,-95.43928936
Theft,Non-Violent,77009,29.78890973,-95.37512543
Robbery,Violent,77085,29.62068748,-95.49433907
Theft,Non-Violent,77074,29.67601174,-95.53978081
Theft,Non-Violent,77074,29.68974018,-95.50300505
Auto Theft,Non-Violent,,29.76035474,-95.34450094
Auto Theft,Non-Violent,77057,29.72753864,-95.4786818
Burglary,Non-Violent,77060,29.94797764,-95.39576008
Aggravated Assault,Violent,77088,29.86345414,-95.45901122
Theft,Non-Violent,77076,29.86012596,-95.37960703
Burglary,Non-Violent,77006,29.73054303,-95.39700712
Burglary,Non-Violent,77036,29.6783382,-95.55930249
Robbery,Violent,77080,29.82269246,-95.54149717
Burglary,Non-Violent,77096,29.65977549,-95.50035983
Burglary,Non-Violent,77084,29.78673544,-95.65934911
Theft,Non-Violent,77072,29.70391889,-95.57149825
Theft,Non-Violent,77030,29.71052842,-95.4002521
Burglary,Non-Violent,77098,29.74233832,-95.41639723
Theft,Non-Violent,77007,29.77797413,-95.4285295
Auto Theft,Non-Violent,77598,29.55649468,-95.14904935
Theft,Non-Violent,77019,29.74429572,-95.41065802
Theft,Non-Violent,77049,29.81620052,-95.21297457
Theft,Non-Violent,77031,29.67135219,-95.52936409
Theft,Non-Violent,77546,29.55067792,-95.15800322
Burglary,Non-Violent,77035,29.65320102,-95.4976848
Auto Theft,Non-Violent,77042,29.74910466,-95.57208177
Burglary,Non-Violent,77089,29.60716792,-95.21213512
Aggravated Assault,Violent,77067,29.96048559,-95.42667376
Theft,Non-Violent,77022,29.82897849,-95.38082655
Theft,Non-Violent,77031,29.66971763,-95.52816765
Theft,Non-Violent,77054,29.67707268,-95.41227364
Burglary,Non-Violent,77598,29.59512856,-95.17484128
Auto Theft,Non-Violent,77023,29.71295307,-95.31261503
Burglary,Non-Violent,77075,29.60538528,-95.25692471
Murder,Violent,77081,29.72018356,-95.4734225
Theft,Non-Violent,77099,29.67460733,-95.56091136
Burglary,Non-Violent,77042,29.73305373,-95.56384227
Theft,Non-Violent,77042,29.73708967,-95.54663915
Theft,Non-Violent,77338,30.00704404,-95.31822244
Aggravated Assault,Violent,77074,29.67997926,-95.52809127
Burglary,Non-Violent,77026,29.81169388,-95.31714954
Auto Theft,Non-Violent,77067,29.94190368,-95.43928936
Theft,Non-Violent,77056,29.74084546,-95.46091983
Theft,Non-Violent,77489,29.60828959,-95.50786869
Auto Theft,Non-Violent,77056,29.74692004,-95.4644764
Robbery,Violent,77087,29.68172401,-95.27735304
Theft,Non-Violent,77598,29.54329873,-95.14389119
Theft,Non-Violent,77088,29.88512903,-95.41239359
Theft,Non-Violent,77018,29.81212029,-95.43448183
Theft,Non-Violent,77045,29.61357874,-95.4261916
Theft,Non-Violent,77042,29.72775204,-95.55357683
Burglary,Non-Violent,77099,29.65511463,-95.56960811
Theft,Non-Violent,77075,29.6316237,-95.23432907
Burglary,Non-Violent,77017,29.70080581,-95.27787646
Theft,Non-Violent,77007,29.76627826,-95.39750229
Theft,Non-Violent,77061,29.64558016,-95.31078353
Aggravated Assault,Violent,77077,29.73655123,-95.58596576
Theft,Non-Violent,77077,29.73917681,-95.64413722
Auto Theft,Non-Violent,77013,29.77576383,-95.22107601
Theft,Non-Violent,77546,29.54335561,-95.14572497
Theft,Non-Violent,77024,29.77999616,-95.54449718
Aggravated Assault,Violent,77022,29.84192079,-95.401221
Theft,Non-Violent,77345,30.06284337,-95.15574172
Theft,Non-Violent,,29.76900507,-95.41058296
Robbery,Violent,77061,29.65228543,-95.25246624
Theft,Non-Violent,77079,29.78415679,-95.58245783
Auto Theft,Non-Violent,77054,29.68194594,-95.42417924
Theft,Non-Violent,77032,29.98595907,-95.3523273
Aggravated Assault,Violent,77026,29.8169062,-95.33183265
Burglary,Non-Violent,77082,29.72400933,-95.61964268
Burglary,Non-Violent,77087,29.680351,-95.28331004
Rape,Violent,77040,29.84973792,-95.52730277
Theft,Non-Violent,77045,29.6273185,-95.46174928
Burglary,Non-Violent,77082,29.7336808,-95.608425
Theft,Non-Violent,77027,29.7415018,-95.45071504
Theft,Non-Violent,77092,29.83073658,-95.48612273
Theft,Non-Violent,77008,29.79891578,-95.42711652
Burglary,Non-Violent,77076,29.87052407,-95.36659313
Aggravated Assault,Violent,77081,29.71156457,-95.49361244
Aggravated Assault,Violent,77099,29.67661369,-95.59400119
Theft,Non-Violent,77027,29.73268365,-95.43952394
Aggravated Assault,Violent,77007,29.77925944,-95.41591075
Robbery,Violent,77061,29.66555889,-95.27691605
Theft,Non-Violent,77057,29.73179133,-95.49055604
Burglary,Non-Violent,77086,29.90551254,-95.49581526
Theft,Non-Violent,,29.69996438,-95.41213789
Theft,Non-Violent,77025,29.69106702,-95.41710378
Aggravated Assault,Violent,77093,29.8532595,-95.33307918
Theft,Non-Violent,77057,29.74996693,-95.48318014
Theft,Non-Violent,,29.73246555,-95.412864
Robbery,Violent,77057,29.72813577,-95.49862513
Theft,Non-Violent,77098,29.7301932,-95.42316855
Theft,Non-Violent,77076,29.8500584,-95.36773245
Theft,Non-Violent,77031,29.6528515,-95.55013224
Theft,Non-Violent,77056,29.74047566,-95.46778677
Burglary,Non-Violent,77008,29.80156949,-95.44665277
Theft,Non-Violent,77042,29.73250454,-95.56751513
Theft,Non-Violent,77057,29.72935085,-95.47639989
Auto Theft,Non-Violent,77396,29.94819783,-95.29236255
Theft,Non-Violent,77062,29.58083454,-95.12956402
Aggravated Assault,Violent,77043,29.7846559,-95.558193
Burglary,Non-Violent,77051,29.65987701,-95.3680514
Theft,Non-Violent,77004,29.72092624,-95.38563672
Auto Theft,Non-Violent,77048,29.64016542,-95.33455525
Aggravated Assault,Violent,77037,29.92564283,-95.40880432
Theft,Non-Violent,77098,29.73350234,-95.41515127
Burglary,Non-Violent,77024,29.78176143,-95.55813278
Theft,Non-Violent,77075,29.60079889,-95.26573432
Theft,Non-Violent,77082,29.73194768,-95.57565852
Aggravated Assault,Violent,77076,29.85593849,-95.3936227
Auto Theft,Non-Violent,77082,29.73603651,-95.58862687
Aggravated Assault,Violent,77034,29.62310547,-95.21948575
Theft,Non-Violent,77045,29.64064931,-95.39713214
Aggravated Assault,Violent,77036,29.7145862,-95.51967822
Theft,Non-Violent,77072,29.68836822,-95.57031786
Robbery,Violent,77082,29.73334037,-95.5985424
Theft,Non-Violent,77092,29.81880589,-95.48258046
Theft,Non-Violent,77015,29.77454109,-95.19007424
Burglary,Non-Violent,77022,29.81534818,-95.38933414
Burglary,Non-Violent,77002,29.76134235,-95.36147638
Auto Theft,Non-Violent,77087,29.70376478,-95.29875372
Theft,Non-Violent,77002,29.75273337,-95.3707186
Auto Theft,Non-Violent,77034,29.61537651,-95.2147128
Burglary,Non-Violent,77015,29.77076446,-95.20821309
Theft,Non-Violent,77042,29.73679619,-95.56963385
Burglary,Non-Violent,77027,29.73930993,-95.44915758
Burglary,Non-Violent,77036,29.70208787,-95.51988606
Auto Theft,Non-Violent,77027,29.75130063,-95.4552069
Theft,Non-Violent,77075,29.63238876,-95.2455626
Robbery,Violent,77081,29.71403545,-95.49309481
Theft,Non-Violent,77074,29.65743275,-95.56105018
Theft,Non-Violent,77024,29.78216849,-95.54405435
Theft,Non-Violent,77045,29.62878697,-95.4493705
Theft,Non-Violent,77089,29.58607059,-95.18851831
Burglary,Non-Violent,77089,29.60228568,-95.21615328
Burglary,Non-Violent,77042,29.73123175,-95.56208662
Theft,Non-Violent,77081,29.72428975,-95.47652547
Burglary,Non-Violent,77024,29.78285372,-95.47554136
Theft,Non-Violent,77096,29.68257335,-95.47929502
Theft,Non-Violent,77006,29.73879657,-95.38994045
Theft,Non-Violent,77054,29.69064947,-95.41255521
Auto Theft,Non-Violent,77004,29.72710787,-95.37849222
Auto Theft,Non-Violent,77028,29.83754166,-95.29954193
Aggravated Assault,Violent,77078,29.85365344,-95.28573184
Burglary,Non-Violent,77047,29.62618763,-95.39045925
Theft,Non-Violent,77055,29.79001575,-95.53204726
Theft,Non-Violent,77024,29.77946228,-95.53593006
Burglary,Non-Violent,77047,29.63701036,-95.36303315
Theft,Non-Violent,77075,29.6299807,-95.27565909
Theft,Non-Violent,77096,29.66398219,-95.47956747
Theft,Non-Violent,77099,29.66736262,-95.59135589
Theft,Non-Violent,77091,29.84183924,-95.40293449
Theft,Non-Violent,77063,29.7371838,-95.53861878
Theft,Non-Violent,77040,29.86724199,-95.54230805
Theft,Non-Violent,77006,29.73885302,-95.38701194
Burglary,Non-Violent,77017,29.69973694,-95.28152796
Burglary,Non-Violent,77033,29.67190401,-95.33608356
Theft,Non-Violent,77004,29.72164776,-95.3827362
Burglary,Non-Violent,77003,29.87153248,-95.0578439
Aggravated Assault,Violent,77074,29.71645517,-95.49891687
Theft,Non-Violent,77365,30.04857119,-95.25332733
Theft,Non-Violent,,29.8041427,-95.44921232
Burglary,Non-Violent,77077,29.74060045,-95.57622601
Theft,Non-Violent,77099,29.6745667,-95.56148636
Theft,Non-Violent,77054,29.67612507,-95.39479458
Theft,Non-Violent,77076,29.86068342,-95.3846811
Robbery,Violent,77013,29.7757413,-95.22262766
Theft,Non-Violent,77026,29.78352915,-95.34257827
Theft,Non-Violent,77060,29.94376998,-95.39804117
Theft,Non-Violent,77004,29.73855183,-95.37826041
Theft,Non-Violent,77041,29.83426835,-95.55965122
Auto Theft,Non-Violent,77008,29.80156035,-95.44389698
Theft,Non-Violent,77045,29.61337284,-95.44378716
Theft,Non-Violent,77054,29.67624488,-95.41468383
Theft,Non-Violent,77082,29.73647084,-95.58862963
Burglary,Non-Violent,77002,29.73891449,-95.38026446
Auto Theft,Non-Violent,77075,29.61430611,-95.24499342
Theft,Non-Violent,77036,29.71241921,-95.55683579
Aggravated Assault,Violent,77081,29.7201125,-95.48121124
Theft,Non-Violent,77056,29.73176353,-95.4642624
Theft,Non-Violent,77047,29.61356864,-95.38812397
Theft,Non-Violent,,29.76151024,-95.36134269
Theft,Non-Violent,77024,29.77929518,-95.55808963
Burglary,Non-Violent,77078,29.85221833,-95.2661228
Theft,Non-Violent,77043,29.7908649,-95.54538759
Aggravated Assault,Violent,77093,29.82586117,-95.34259873
Aggravated Assault,Violent,77072,29.68895633,-95.56747711
Burglary,Non-Violent,77089,29.60344247,-95.22064011
Theft,Non-Violent,77087,29.70288688,-95.29613115
Theft,Non-Violent,77021,29.69820777,-95.33771771
Theft,Non-Violent,77041,29.8318596,-95.565735
Burglary,Non-Violent,77081,29.72248409,-95.48478991
Theft,Non-Violent,77002,29.75387317,-95.36346053
Theft,Non-Violent,77002,29.74768271,-95.36973724
Theft,Non-Violent,77094,29.73901689,-95.64704031
Auto Theft,Non-Violent,77061,29.66930326,-95.26475222
Burglary,Non-Violent,77098,29.73403864,-95.42467061
Auto Theft,Non-Violent,77054,29.67509637,-95.41306028
Theft,Non-Violent,77063,29.72609866,-95.52604896
Theft,Non-Violent,77099,29.6707851,-95.58815668
Theft,Non-Violent,77035,29.65765562,-95.47694357
Burglary,Non-Violent,77051,29.64834876,-95.37281025
Aggravated Assault,Violent,77034,29.63684138,-95.23828093
Theft,Non-Violent,77008,29.78985135,-95.40988497
Aggravated Assault,Violent,77008,29.81259004,-95.40482629
Theft,Non-Violent,77087,29.69494085,-95.32011559
Theft,Non-Violent,77054,29.69958069,-95.38109647
Burglary,Non-Violent,77024,29.78367208,-95.46865946
Theft,Non-Violent,77082,29.73380569,-95.64404205
Auto Theft,Non-Violent,77029,29.77547709,-95.2784961
Auto Theft,Non-Violent,77055,29.80638128,-95.49298074
Theft,Non-Violent,77004,29.73425024,-95.38038346
Theft,Non-Violent,77019,29.75343732,-95.38666707
Theft,Non-Violent,77057,29.73305388,-95.48424446
Murder,Violent,77004,29.728595,-95.36460775
Theft,Non-Violent,77027,29.7421045,-95.45745395
Burglary,Non-Violent,77021,29.69607747,-95.33122794
Aggravated Assault,Violent,77091,29.85878021,-95.40571385
Theft,Non-Violent,77042,29.76061427,-95.57632113
Auto Theft,Non-Violent,77003,29.74847803,-95.34718359
Murder,Violent,77018,29.82623952,-95.39790199
Auto Theft,Non-Violent,77043,29.79071303,-95.55250447
Auto Theft,Non-Violent,77089,29.58231767,-95.21016623
Robbery,Violent,77012,29.73921164,-95.28893477
Theft,Non-Violent,77088,29.88512903,-95.41239359
Theft,Non-Violent,77072,29.68963024,-95.57676013
Theft,Non-Violent,77009,29.8042134,-95.36303931
Burglary,Non-Violent,77077,29.7406779,-95.58761594
Theft,Non-Violent,77056,29.74076099,-95.460881
Theft,Non-Violent,77075,29.60079889,-95.26573432
Theft,Non-Violent,77089,29.61979317,-95.22065126
Theft,Non-Violent,77008,29.79640741,-95.39432719
Theft,Non-Violent,77088,29.89328153,-95.42344804
Theft,Non-Violent,77060,29.94734283,-95.39709006
Burglary,Non-Violent,77054,29.6857114,-95.39554519
Theft,Non-Violent,77016,29.85331425,-95.30050082
Theft,Non-Violent,77043,29.81688127,-95.55907534
Theft,Non-Violent,77002,29.75909073,-95.36323706
Theft,Non-Violent,77056,29.74306919,-95.46107606
Aggravated Assault,Violent,77077,29.76093114,-95.60621263
Burglary,Non-Violent,77089,29.60314537,-95.21626625
Burglary,Non-Violent,77060,29.95294987,-95.39322653
Theft,Non-Violent,77026,29.7807018,-95.34290454
Theft,Non-Violent,77009,29.81246133,-95.35865444
Theft,Non-Violent,77002,29.76297994,-95.36016998
Burglary,Non-Violent,77055,29.80495162,-95.48488179
Theft,Non-Violent,77056,29.75617435,-95.45771319
Theft,Non-Violent,77042,29.73224843,-95.54318886
Theft,Non-Violent,77063,29.73728309,-95.53171264
Theft,Non-Violent,77057,29.73179133,-95.49055604
Auto Theft,Non-Violent,77009,29.79519694,-95.38227775
Robbery,Violent,77022,29.82820199,-95.38422266
Theft,Non-Violent,77598,29.54271587,-95.14330396
Theft,Non-Violent,77011,29.74049726,-95.31795941
Auto Theft,Non-Violent,77041,29.84911766,-95.54356747
Aggravated Assault,Violent,77096,29.6842748,-95.49143904
Robbery,Violent,77006,29.74384082,-95.37788134
Theft,Non-Violent,77054,29.67609687,-95.41225445
Burglary,Non-Violent,77054,29.68209404,-95.41377833
Theft,Non-Violent,77089,29.61286483,-95.23365887
Theft,Non-Violent,77056,29.73804998,-95.46469698
Aggravated Assault,Violent,77088,29.8967632,-95.41887911
Aggravated Assault,Violent,77092,29.82736312,-95.46101189
Theft,Non-Violent,77084,29.80035254,-95.6937077
Theft,Non-Violent,77040,29.87800895,-95.50252283
