lat,lng,# Restaurants
28.870009000000003,-96.594711,0
28.870009000000003,-96.58088843125,0
28.870009000000003,-96.5670658625,0
28.870009000000003,-96.55324329375,0
28.870009000000003,-96.539420725,0
28.870009000000003,-96.52559815625,0
28.870009000000003,-96.5117755875,0
28.870009000000003,-96.49795301875,0
28.870009000000003,-96.48413045,0
28.870009000000003,-96.47030788125,0
28.870009000000003,-96.45648531249999,0
28.870009000000003,-96.44266274374999,0
28.870009000000003,-96.42884017499999,0
28.870009000000003,-96.41501760624999,0
28.870009000000003,-96.40119503749999,0
28.870009000000003,-96.38737246874999,0
28.870009000000003,-96.37354989999999,0
28.870009000000003,-96.35972733124999,0
28.870009000000003,-96.34590476249998,0
28.870009000000003,-96.33208219374998,0
28.870009000000003,-96.31825962499998,0
28.870009000000003,-96.30443705624998,0
28.870009000000003,-96.29061448749998,0
28.870009000000003,-96.27679191874998,0
28.870009000000003,-96.26296934999998,0
28.870009000000003,-96.24914678124998,0
28.870009000000003,-96.23532421249998,0
28.870009000000003,-96.22150164374997,0
28.870009000000003,-96.20767907499997,2
28.870009000000003,-96.19385650624997,0
28.870009000000003,-96.18003393749997,0
28.870009000000003,-96.16621136874997,0
28.870009000000003,-96.15238879999997,0
28.870009000000003,-96.13856623124997,0
28.870009000000003,-96.12474366249997,0
28.870009000000003,-96.11092109374997,0
28.870009000000003,-96.09709852499996,0
28.870009000000003,-96.08327595624996,0
28.870009000000003,-96.06945338749996,0
28.870009000000003,-96.05563081874996,0
28.870009000000003,-96.04180824999996,0
28.870009000000003,-96.02798568124996,0
28.870009000000003,-96.01416311249996,0
28.870009000000003,-96.00034054374996,0
28.870009000000003,-95.98651797499996,0
28.870009000000003,-95.97269540624995,0
28.870009000000003,-95.95887283749995,0
28.870009000000003,-95.94505026874995,0
28.870009000000003,-95.93122769999995,0
28.870009000000003,-95.91740513124995,0
28.870009000000003,-95.90358256249995,0
28.870009000000003,-95.88975999374995,0
28.870009000000003,-95.87593742499995,0
28.870009000000003,-95.86211485624995,0
28.870009000000003,-95.84829228749994,0
28.870009000000003,-95.83446971874994,0
28.870009000000003,-95.82064714999994,0
28.870009000000003,-95.80682458124994,0
28.870009000000003,-95.79300201249994,0
28.870009000000003,-95.77917944374994,0
28.870009000000003,-95.76535687499994,0
28.870009000000003,-95.75153430624994,0
28.870009000000003,-95.73771173749994,0
28.870009000000003,-95.72388916874993,0
28.870009000000003,-95.71006659999993,0
28.870009000000003,-95.69624403124993,0
28.870009000000003,-95.68242146249993,0
28.870009000000003,-95.66859889374993,0
28.870009000000003,-95.65477632499993,0
28.870009000000003,-95.64095375624993,0
28.870009000000003,-95.62713118749993,0
28.870009000000003,-95.61330861874993,0
28.870009000000003,-95.59948604999992,0
28.870009000000003,-95.58566348124992,0
28.870009000000003,-95.57184091249992,0
28.870009000000003,-95.55801834374992,0
28.870009000000003,-95.54419577499992,0
28.870009000000003,-95.53037320624992,0
28.870009000000003,-95.51655063749992,0
28.870009000000003,-95.50272806874992,0
28.870009000000003,-95.48890549999992,0
28.870009000000003,-95.47508293124991,0
28.870009000000003,-95.46126036249991,0
28.870009000000003,-95.44743779374991,0
28.870009000000003,-95.43361522499991,0
28.870009000000003,-95.41979265624991,0
28.870009000000003,-95.40597008749991,0
28.870009000000003,-95.39214751874991,0
28.870009000000003,-95.37832494999991,0
28.870009000000003,-95.3645023812499,0
28.870009000000003,-95.3506798124999,0
28.870009000000003,-95.3368572437499,0
28.870009000000003,-95.3230346749999,0
28.870009000000003,-95.3092121062499,0
28.870009000000003,-95.2953895374999,0
28.870009000000003,-95.2815669687499,0
28.870009000000003,-95.2677443999999,0
28.870009000000003,-95.2539218312499,0
28.870009000000003,-95.2400992624999,0
28.870009000000003,-95.2262766937499,0
28.870009000000003,-95.2124541249999,0
28.870009000000003,-95.1986315562499,0
28.870009000000003,-95.18480898749989,0
28.870009000000003,-95.17098641874989,0
28.870009000000003,-95.15716384999989,0
28.870009000000003,-95.14334128124989,0
28.870009000000003,-95.12951871249989,0
28.870009000000003,-95.11569614374989,0
28.870009000000003,-95.10187357499989,0
28.870009000000003,-95.08805100624988,0
28.870009000000003,-95.07422843749988,0
28.870009000000003,-95.06040586874988,0
28.870009000000003,-95.04658329999988,0
